po_id,warehouse_id,supplier_id,order_date,product_category,order_priority,quantity_ordered,total_cost
PO001400,W004,SUP0109,2024-03-26,Apparel,Bulk,2329,826606.99
PO001401,W008,SUP0142,2024-04-17,Grocery,Standard,226,14623.35
PO001402,W012,SUP0131,2026-03-01,Electronics,Bulk,3406,6625900.8
PO001403,W005,SUP0003,2025-12-15,Grocery,Standard,1154,71178.07
PO001404,W003,SUP0008,2025-04-30,Apparel,Standard,720,203399.48
PO001405,W004,SUP0009,2024-12-01,Home & Kitchen,Standard,267,124071.61
PO001406,W030,SUP0013,2024-08-29,Grocery,Urgent,44,3139.13
PO001407,W009,SUP0122,2025-04-04,Grocery,Bulk,4372,310781.38
PO001408,W013,SUP0028,2024-09-06,Apparel,Standard,492,171975.04
PO001409,W025,SUP0113,2024-01-05,Home & Kitchen,Urgent,373,152826.72
PO001410,W026,SUP0107,2024-01-11,Grocery,Standard,591,32740.11
PO001411,W023,SUP0050,2026-07-28,Grocery,Bulk,2458,154380.93
PO001412,W028,SUP0019,2025-09-15,Personal Care,Standard,450,67083.51
PO001413,W016,SUP0031,2026-02-28,Apparel,Standard,256,76014.43
PO001414,W004,SUP0117,2025-10-30,Grocery,Urgent,167,9396.81
PO001415,W019,SUP0016,2025-10-09,Apparel,Standard,116,39100.33
PO001416,W013,SUP0075,2024-09-01,Grocery,Standard,168,9868.12
PO001417,W027,SUP0091,2025-03-20,Apparel,Standard,916,267738.71
PO001418,W006,SUP0116,2025-08-19,Personal Care,Urgent,26,4002.32
PO001419,W022,SUP0004,2024-01-21,Furniture,Standard,1143,4239182.93
PO001420,W001,SUP0117,2026-04-20,Furniture,Bulk,1259,4190814.78
PO001421,W010,SUP0142,2024-09-19,Grocery,Standard,507,29957.13
PO001422,W009,SUP0124,2026-04-12,Apparel,Standard,569,163469.04
PO001423,W002,SUP0112,2024-11-04,Furniture,Bulk,2531,8488874.54
PO001424,W027,SUP0144,2025-08-23,Home & Kitchen,Standard,664,308495.77
PO001425,W027,SUP0055,2025-03-28,Grocery,Standard,824,48339.85
PO001426,W006,SUP0112,2026-03-16,Grocery,Standard,261,13952.52
PO001427,W023,SUP0044,2025-06-12,Grocery,Standard,1051,74000.61
PO001428,W029,SUP0106,2025-07-21,Home & Kitchen,Standard,86,42565.55
PO001429,W018,SUP0132,2025-10-10,Grocery,Standard,1048,62100.05
PO001430,W010,SUP0143,2024-11-25,Electronics,Standard,89,201326.89
PO001431,W022,SUP0150,2025-05-02,Electronics,Standard,378,732265.33
PO001432,W011,SUP0075,2024-02-01,Electronics,Standard,258,612071.82
PO001433,W018,SUP0112,2025-05-27,Grocery,Standard,1115,76427.22
PO001434,W022,SUP0136,2025-09-08,Grocery,Standard,232,14486.95
PO001435,W007,SUP0150,2024-06-17,Grocery,Bulk,1217,68933.03
PO001436,W022,SUP0023,2026-04-09,Electronics,Urgent,113,286632.08
PO001437,W015,SUP0083,2025-12-22,Electronics,Standard,1191,3003201.11
PO001438,W019,SUP0071,2026-03-05,Home & Kitchen,Bulk,1361,694371.05
PO001439,W007,SUP0033,2024-12-01,Grocery,Standard,355,24807.93
PO001440,W025,SUP0136,2025-12-28,Grocery,Urgent,350,19438.11
PO001441,W004,SUP0074,2024-05-25,Personal Care,Standard,1161,159698.85
PO001442,W014,SUP0144,2025-01-03,Apparel,Standard,404,145537.95
PO001443,W016,SUP0074,2026-05-04,Apparel,Bulk,4535,1508028.31
PO001444,W001,SUP0091,2024-09-18,Home & Kitchen,Urgent,255,128192.58
PO001445,W027,SUP0129,2026-07-29,Apparel,Urgent,136,39433.4
PO001446,W017,SUP0020,2024-10-30,Apparel,Urgent,54,19300.16
PO001447,W001,SUP0069,2025-05-04,Stationery,Standard,675,26948.3
PO001448,W027,SUP0123,2024-04-07,Apparel,Bulk,3127,867377.7
PO001449,W023,SUP0068,2025-12-21,Stationery,Standard,475,22072.55
PO001450,W029,SUP0118,2024-07-06,Grocery,Standard,684,39088.6
PO001451,W022,SUP0083,2024-04-27,Apparel,Standard,1002,327811.02
PO001452,W015,SUP0085,2025-07-02,Stationery,Urgent,365,15982.19
PO001453,W026,SUP0040,2024-02-10,Grocery,Standard,197,12751.75
PO001454,W009,SUP0040,2024-06-11,Apparel,Standard,948,343298.4
PO001455,W012,SUP0105,2025-10-28,Grocery,Bulk,2690,153847.4
PO001456,W009,SUP0081,2026-04-12,Apparel,Bulk,2327,699283.19
PO001457,W009,SUP0035,2025-02-24,Electronics,Urgent,312,748152.99
PO001458,W030,SUP0131,2025-05-16,Apparel,Standard,970,271423.78
PO001459,W015,SUP0124,2025-01-01,Grocery,Standard,176,10814.2
PO001460,W015,SUP0119,2024-09-21,Personal Care,Bulk,999,135572.17
PO001461,W010,SUP0143,2025-10-01,Furniture,Bulk,2765,10270939.85
PO001462,W009,SUP0139,2024-07-26,Grocery,Standard,202,12594.35
PO001463,W006,SUP0049,2025-07-14,Stationery,Bulk,3480,185413.86
PO001464,W030,SUP0039,2026-05-25,Stationery,Standard,551,21673.09
PO001465,W024,SUP0072,2025-12-10,Home & Kitchen,Standard,920,423330.84
PO001466,W014,SUP0096,2025-01-13,Apparel,Bulk,4966,1532391.41
PO001467,W019,SUP0126,2024-01-09,Personal Care,Urgent,393,59380.74
PO001468,W027,SUP0123,2024-03-17,Apparel,Standard,795,260794.21
PO001469,W010,SUP0047,2024-01-15,Grocery,Urgent,51,2942.09
PO001470,W007,SUP0124,2025-06-10,Home & Kitchen,Standard,807,441248.83
PO001471,W014,SUP0024,2026-03-20,Grocery,Standard,434,27124.18
PO001472,W013,SUP0116,2026-04-24,Furniture,Bulk,1961,7918009.99
PO001473,W027,SUP0010,2024-03-11,Electronics,Bulk,2138,4476592.92
PO001474,W028,SUP0150,2025-07-05,Grocery,Standard,721,47803.25
PO001475,W027,SUP0043,2025-08-15,Stationery,Standard,845,37183.88
PO001476,W023,SUP0117,2024-03-11,Apparel,Urgent,245,81652.0
PO001477,W016,SUP0111,2026-04-18,Stationery,Standard,1126,55314.4
PO001478,W005,SUP0080,2024-05-24,Grocery,Standard,224,15181.01
PO001479,W030,SUP0150,2025-03-18,Grocery,Standard,331,22838.96
PO001480,W027,SUP0124,2025-12-22,Grocery,Urgent,94,6481.2
PO001481,W016,SUP0100,2025-10-23,Apparel,Bulk,4065,1430097.32
PO001482,W025,SUP0055,2024-11-30,Electronics,Standard,624,1196295.59
PO001483,W029,SUP0131,2025-06-09,Grocery,Standard,1173,82558.01
PO001484,W008,SUP0015,2024-07-17,Home & Kitchen,Standard,796,349037.21
PO001485,W018,SUP0002,2024-11-03,Furniture,Standard,1148,4165457.2
PO001486,W030,SUP0034,2024-10-14,Furniture,Standard,726,2419102.6
PO001487,W006,SUP0097,2025-04-12,Apparel,Standard,928,296261.38
PO001488,W004,SUP0063,2024-10-29,Grocery,Standard,426,27209.15
PO001489,W030,SUP0101,2026-06-26,Home & Kitchen,Standard,529,286902.66
PO001490,W028,SUP0102,2026-05-04,Grocery,Standard,564,29756.97
PO001491,W001,SUP0148,2024-03-15,Home & Kitchen,Standard,1163,560653.01
PO001492,W018,SUP0144,2024-04-03,Personal Care,Standard,814,101531.62
PO001493,W021,SUP0142,2024-03-16,Grocery,Bulk,3556,204580.47
PO001494,W023,SUP0131,2025-06-09,Stationery,Standard,313,12290.3
PO001495,W019,SUP0106,2026-06-24,Apparel,Bulk,4234,1599557.85
PO001496,W018,SUP0137,2026-05-08,Apparel,Bulk,2072,790060.45
PO001497,W019,SUP0117,2026-06-13,Electronics,Standard,692,1526528.05
PO001498,W020,SUP0072,2025-03-11,Apparel,Urgent,272,82354.51
PO001499,W002,SUP0012,2024-05-04,Electronics,Standard,652,1634604.27
PO001500,W005,SUP0091,2025-10-29,Grocery,Bulk,2212,151529.75
PO001501,W007,SUP0020,2024-06-08,Apparel,Standard,213,61657.81
PO001502,W030,SUP0028,2025-06-19,Personal Care,Urgent,212,27153.85
PO001503,W014,SUP0086,2024-11-08,Grocery,Standard,494,31770.67
PO001504,W019,SUP0139,2024-02-02,Apparel,Bulk,4945,1620240.79
PO001505,W030,SUP0005,2024-04-25,Apparel,Standard,851,298538.04
PO001506,W002,SUP0087,2024-02-08,Apparel,Standard,138,43506.94
PO001507,W005,SUP0119,2025-12-27,Apparel,Standard,632,238434.36
PO001508,W007,SUP0045,2026-03-02,Stationery,Bulk,3600,190437.07
PO001509,W029,SUP0080,2024-02-25,Apparel,Standard,118,33869.79
PO001510,W024,SUP0051,2026-05-27,Grocery,Urgent,28,1656.61
PO001511,W003,SUP0096,2026-05-03,Grocery,Urgent,333,17770.53
PO001512,W001,SUP0072,2025-07-28,Home & Kitchen,Standard,76,36238.34
PO001513,W004,SUP0086,2026-03-19,Apparel,Bulk,844,249793.9
PO001514,W029,SUP0040,2025-05-02,Grocery,Standard,203,12852.5
PO001515,W012,SUP0016,2026-01-04,Grocery,Urgent,108,6393.26
PO001516,W027,SUP0060,2025-05-08,Home & Kitchen,Urgent,314,143692.83
PO001517,W027,SUP0007,2025-05-02,Electronics,Bulk,2452,5079028.01
PO001518,W030,SUP0072,2026-07-18,Grocery,Standard,349,20277.68
PO001519,W017,SUP0036,2026-04-21,Grocery,Standard,980,69148.14
PO001520,W006,SUP0050,2024-10-25,Personal Care,Urgent,296,44233.53
PO001521,W015,SUP0032,2024-08-09,Grocery,Standard,1001,63773.75
PO001522,W028,SUP0056,2025-07-05,Grocery,Bulk,2343,124037.99
PO001523,W030,SUP0084,2025-01-18,Personal Care,Urgent,230,36269.64
PO001524,W011,SUP0122,2024-05-04,Apparel,Bulk,4657,1324425.54
PO001525,W015,SUP0063,2025-03-02,Apparel,Standard,278,99888.04
PO001526,W027,SUP0131,2025-03-29,Furniture,Bulk,4948,17655638.46
PO001527,W011,SUP0111,2025-01-16,Grocery,Standard,1154,77130.81
PO001528,W006,SUP0018,2025-12-10,Furniture,Standard,1006,3987558.34
PO001529,W007,SUP0021,2025-05-06,Grocery,Standard,473,27456.03
PO001530,W014,SUP0002,2025-06-10,Stationery,Standard,899,38665.09
PO001531,W006,SUP0129,2026-06-06,Apparel,Standard,867,257538.38
PO001532,W025,SUP0001,2025-09-04,Apparel,Standard,1060,379879.47
PO001533,W022,SUP0092,2024-08-07,Stationery,Standard,1167,49948.18
PO001534,W030,SUP0121,2024-06-18,Grocery,Standard,470,27484.47
PO001535,W025,SUP0016,2024-12-18,Apparel,Standard,606,227121.04
PO001536,W013,SUP0001,2025-03-25,Grocery,Standard,960,60223.58
PO001537,W005,SUP0075,2026-05-05,Apparel,Standard,1114,304282.25
PO001538,W006,SUP0035,2025-09-05,Grocery,Standard,683,42721.95
PO001539,W028,SUP0007,2025-09-20,Furniture,Urgent,113,393189.59
PO001540,W020,SUP0063,2024-03-28,Home & Kitchen,Bulk,1012,502958.39
PO001541,W002,SUP0072,2024-02-08,Electronics,Standard,1096,2521861.95
PO001542,W015,SUP0064,2026-02-01,Grocery,Standard,190,12158.67
PO001543,W025,SUP0134,2025-01-19,Grocery,Standard,361,19687.57
PO001544,W027,SUP0042,2026-05-08,Personal Care,Standard,801,131145.92
PO001545,W027,SUP0118,2025-07-27,Grocery,Bulk,2146,112758.29
PO001546,W029,SUP0018,2025-12-14,Personal Care,Standard,590,70412.98
PO001547,W015,SUP0065,2024-05-06,Grocery,Standard,1084,66009.01
PO001548,W022,SUP0069,2024-12-20,Apparel,Standard,1096,401656.07
PO001549,W001,SUP0111,2024-06-24,Apparel,Standard,531,178032.68
PO001550,W022,SUP0065,2025-06-23,Grocery,Standard,302,16797.93
PO001551,W015,SUP0135,2024-07-19,Electronics,Standard,188,462684.63
PO001552,W005,SUP0134,2025-08-09,Stationery,Standard,787,40603.5
PO001553,W006,SUP0003,2025-06-03,Electronics,Bulk,3826,8900182.44
PO001554,W023,SUP0032,2025-08-21,Grocery,Standard,82,4439.17
PO001555,W006,SUP0136,2026-04-14,Apparel,Urgent,188,51272.05
PO001556,W009,SUP0101,2025-06-10,Apparel,Urgent,57,21855.67
PO001557,W010,SUP0033,2024-06-08,Grocery,Urgent,152,9310.17
PO001558,W025,SUP0038,2024-06-14,Grocery,Bulk,3478,231961.32
PO001559,W005,SUP0110,2024-01-04,Home & Kitchen,Standard,1184,632894.09
PO001560,W001,SUP0142,2026-01-17,Home & Kitchen,Standard,1112,633189.42
PO001561,W005,SUP0035,2025-04-26,Home & Kitchen,Standard,1188,608966.98
PO001562,W023,SUP0136,2024-03-15,Grocery,Standard,317,18193.12
PO001563,W001,SUP0087,2025-12-29,Grocery,Standard,93,4880.4
PO001564,W017,SUP0106,2026-05-06,Grocery,Standard,1155,75558.67
PO001565,W015,SUP0023,2025-04-21,Electronics,Bulk,3153,7287851.21
PO001566,W010,SUP0146,2026-01-22,Apparel,Bulk,4586,1513354.35
PO001567,W009,SUP0060,2025-07-05,Grocery,Standard,374,25719.21
PO001568,W017,SUP0031,2025-12-15,Grocery,Standard,420,27297.99
PO001569,W001,SUP0020,2024-01-08,Furniture,Standard,944,3046269.05
PO001570,W008,SUP0003,2025-04-23,Grocery,Standard,981,67008.13
PO001571,W012,SUP0090,2024-02-03,Electronics,Urgent,230,583843.13
PO001572,W004,SUP0022,2024-09-20,Apparel,Standard,1135,365969.47
PO001573,W016,SUP0065,2025-07-11,Electronics,Standard,229,429069.53
PO001574,W008,SUP0080,2024-09-27,Electronics,Standard,561,1290708.11
PO001575,W001,SUP0024,2025-10-18,Home & Kitchen,Standard,701,384284.54
PO001576,W003,SUP0034,2026-07-12,Grocery,Bulk,1200,75838.24
PO001577,W009,SUP0017,2025-12-08,Personal Care,Standard,715,113285.96
PO001578,W022,SUP0142,2025-03-25,Apparel,Standard,543,203381.28
PO001579,W027,SUP0041,2024-03-22,Grocery,Standard,971,63125.11
PO001580,W015,SUP0122,2025-01-05,Furniture,Standard,696,2711778.78
PO001581,W001,SUP0085,2026-01-14,Stationery,Urgent,218,10095.48
PO001582,W019,SUP0144,2025-09-08,Grocery,Bulk,3039,196910.06
PO001583,W029,SUP0088,2026-05-23,Electronics,Urgent,372,730018.99
PO001584,W001,SUP0013,2025-12-04,Stationery,Urgent,279,14895.86
PO001585,W009,SUP0083,2026-05-25,Grocery,Urgent,391,26317.51
PO001586,W001,SUP0022,2025-11-20,Personal Care,Standard,600,88232.08
PO001587,W018,SUP0115,2025-02-10,Electronics,Standard,960,2003762.69
PO001588,W002,SUP0061,2024-10-08,Furniture,Urgent,296,1188581.18
PO001589,W030,SUP0006,2026-07-30,Grocery,Urgent,28,1959.66
PO001590,W011,SUP0033,2026-06-03,Apparel,Standard,639,195542.9
PO001591,W020,SUP0001,2024-07-05,Personal Care,Standard,81,12022.97
PO001592,W009,SUP0005,2026-05-10,Apparel,Urgent,99,36053.01
PO001593,W009,SUP0136,2025-06-04,Electronics,Standard,300,722456.98
PO001594,W001,SUP0045,2026-06-11,Personal Care,Bulk,849,125891.48
PO001595,W027,SUP0022,2025-05-19,Personal Care,Urgent,173,21522.04
PO001596,W006,SUP0071,2025-02-14,Grocery,Standard,796,44295.66
PO001597,W006,SUP0047,2026-07-26,Personal Care,Urgent,319,39437.0
PO001598,W009,SUP0075,2025-10-23,Personal Care,Bulk,2920,443689.06
PO001599,W005,SUP0036,2024-08-25,Electronics,Bulk,3666,9314915.42
PO001600,W008,SUP0044,2025-10-07,Home & Kitchen,Bulk,1911,799238.52
PO001601,W007,SUP0042,2026-06-26,Home & Kitchen,Bulk,2202,1116869.05
PO001602,W030,SUP0041,2025-05-19,Personal Care,Urgent,155,20554.27
PO001603,W028,SUP0089,2025-06-12,Personal Care,Standard,851,122986.4
PO001604,W007,SUP0095,2026-06-10,Personal Care,Standard,1132,162901.83
PO001605,W027,SUP0088,2025-08-20,Home & Kitchen,Standard,1093,621578.42
PO001606,W001,SUP0065,2025-04-13,Furniture,Standard,139,529317.32
PO001607,W018,SUP0094,2024-05-02,Personal Care,Standard,636,86720.8
PO001608,W027,SUP0141,2025-11-25,Stationery,Standard,551,27446.27
PO001609,W005,SUP0143,2025-01-15,Apparel,Standard,698,202334.19
PO001610,W004,SUP0024,2025-10-06,Electronics,Bulk,4779,12165472.49
PO001611,W026,SUP0075,2026-04-03,Personal Care,Urgent,262,41530.72
PO001612,W021,SUP0124,2025-03-01,Apparel,Standard,898,334189.06
PO001613,W030,SUP0098,2026-07-27,Apparel,Standard,806,231870.19
PO001614,W004,SUP0036,2024-02-27,Grocery,Standard,413,26833.01
PO001615,W004,SUP0056,2026-07-14,Grocery,Urgent,230,12819.35
PO001616,W001,SUP0061,2024-11-21,Home & Kitchen,Standard,98,53676.15
PO001617,W008,SUP0126,2024-08-02,Personal Care,Bulk,2907,474070.74
PO001618,W001,SUP0065,2024-09-12,Home & Kitchen,Standard,91,45512.01
PO001619,W019,SUP0133,2024-02-22,Grocery,Bulk,1686,107879.79
PO001620,W002,SUP0060,2025-10-21,Grocery,Bulk,1791,98100.4
PO001621,W013,SUP0054,2024-09-04,Grocery,Bulk,1164,64551.73
PO001622,W015,SUP0040,2026-05-22,Grocery,Bulk,1217,69369.64
PO001623,W002,SUP0037,2024-03-09,Grocery,Standard,830,53163.36
PO001624,W023,SUP0060,2024-11-05,Grocery,Bulk,4957,282673.91
PO001625,W030,SUP0091,2026-06-29,Electronics,Standard,252,577980.12
PO001626,W010,SUP0136,2024-05-09,Apparel,Bulk,2128,668609.17
PO001627,W015,SUP0007,2025-10-21,Personal Care,Urgent,78,9873.88
PO001628,W010,SUP0020,2026-01-13,Personal Care,Urgent,393,51719.13
PO001629,W030,SUP0090,2026-02-21,Apparel,Bulk,696,204690.71
PO001630,W027,SUP0116,2024-02-13,Apparel,Standard,977,266759.43
PO001631,W030,SUP0047,2026-05-08,Personal Care,Urgent,285,35718.98
PO001632,W010,SUP0102,2025-03-03,Furniture,Urgent,284,1004144.94
PO001633,W008,SUP0043,2025-05-16,Stationery,Standard,1066,47723.35
PO001634,W001,SUP0127,2024-12-09,Personal Care,Standard,688,108770.63
PO001635,W001,SUP0005,2024-08-08,Furniture,Standard,1102,3447860.65
PO001636,W030,SUP0055,2025-06-12,Grocery,Standard,843,51003.01
PO001637,W018,SUP0106,2026-07-28,Stationery,Urgent,354,14057.07
PO001638,W013,SUP0114,2026-05-14,Grocery,Urgent,227,15609.35
PO001639,W004,SUP0128,2024-11-07,Home & Kitchen,Bulk,1597,869232.59
PO001640,W030,SUP0101,2024-05-28,Apparel,Urgent,117,44038.91
PO001641,W001,SUP0062,2024-09-28,Home & Kitchen,Urgent,361,183615.12
PO001642,W021,SUP0102,2025-05-13,Stationery,Standard,870,45741.73
PO001643,W019,SUP0004,2024-04-01,Electronics,Standard,699,1594639.17
PO001644,W024,SUP0095,2024-03-16,Electronics,Urgent,62,157347.14
PO001645,W025,SUP0122,2024-06-25,Furniture,Urgent,79,296544.69
PO001646,W022,SUP0034,2026-02-12,Stationery,Standard,477,24294.11
PO001647,W017,SUP0137,2024-06-30,Grocery,Standard,768,54277.42
PO001648,W012,SUP0126,2025-07-25,Grocery,Standard,50,2633.0
PO001649,W027,SUP0026,2024-05-08,Grocery,Standard,432,23070.27
PO001650,W003,SUP0101,2024-11-02,Apparel,Standard,540,148722.64
PO001651,W007,SUP0137,2024-04-23,Grocery,Standard,133,7040.61
PO001652,W026,SUP0063,2025-05-05,Home & Kitchen,Bulk,892,454262.99
PO001653,W028,SUP0089,2024-03-21,Grocery,Urgent,33,2221.91
PO001654,W022,SUP0081,2024-04-24,Grocery,Standard,566,37269.73
PO001655,W001,SUP0074,2025-09-10,Apparel,Urgent,173,57260.8
PO001656,W027,SUP0106,2025-01-22,Grocery,Standard,911,48969.15
PO001657,W030,SUP0042,2024-04-18,Electronics,Standard,623,1554691.33
PO001658,W013,SUP0023,2026-01-24,Grocery,Standard,458,25703.43
PO001659,W010,SUP0047,2024-08-24,Grocery,Standard,408,23457.29
PO001660,W009,SUP0127,2026-08-09,Home & Kitchen,Standard,237,100661.54
PO001661,W019,SUP0099,2024-12-24,Stationery,Urgent,54,2865.73
PO001662,W004,SUP0102,2025-04-03,Personal Care,Standard,436,68566.02
PO001663,W003,SUP0022,2025-10-25,Electronics,Standard,70,135390.79
PO001664,W030,SUP0009,2025-06-19,Electronics,Standard,906,1819169.72
PO001665,W015,SUP0108,2025-08-04,Electronics,Standard,431,1078016.08
PO001666,W015,SUP0130,2026-02-10,Home & Kitchen,Standard,906,514167.24
PO001667,W008,SUP0050,2025-09-30,Grocery,Standard,622,41932.68
PO001668,W001,SUP0126,2026-08-06,Furniture,Standard,1040,3811350.93
PO001669,W001,SUP0120,2026-07-08,Personal Care,Bulk,4173,597314.28
PO001670,W001,SUP0038,2024-01-06,Apparel,Standard,137,43420.01
PO001671,W023,SUP0006,2024-12-13,Grocery,Urgent,95,6804.86
PO001672,W026,SUP0107,2025-06-23,Electronics,Bulk,1698,3863138.07
PO001673,W030,SUP0037,2025-07-31,Electronics,Bulk,4476,9523178.5
PO001674,W030,SUP0060,2026-02-11,Furniture,Urgent,375,1132342.11
PO001675,W004,SUP0038,2024-08-05,Grocery,Standard,177,9364.49
PO001676,W001,SUP0050,2026-08-07,Stationery,Standard,326,16851.81
PO001677,W022,SUP0006,2025-01-05,Grocery,Urgent,136,8623.98
PO001678,W007,SUP0138,2025-10-03,Home & Kitchen,Bulk,611,305244.64
PO001679,W029,SUP0138,2025-05-23,Apparel,Standard,72,25218.61
PO001680,W015,SUP0028,2025-02-20,Apparel,Standard,746,260713.62
PO001681,W012,SUP0145,2024-07-04,Personal Care,Bulk,4529,619218.35
PO001682,W012,SUP0132,2026-07-24,Furniture,Standard,76,289386.79
PO001683,W008,SUP0038,2024-04-28,Apparel,Bulk,3825,1278658.21
PO001684,W018,SUP0048,2024-03-14,Grocery,Bulk,4752,303093.01
PO001685,W005,SUP0123,2025-09-21,Furniture,Standard,444,1469447.11
PO001686,W030,SUP0146,2025-01-10,Stationery,Standard,595,30077.56
PO001687,W027,SUP0122,2025-02-25,Electronics,Bulk,654,1718837.43
PO001688,W027,SUP0142,2024-03-31,Electronics,Bulk,1337,2701415.81
PO001689,W030,SUP0081,2025-08-08,Furniture,Bulk,914,3571106.19
PO001690,W022,SUP0113,2025-03-07,Grocery,Standard,547,32715.15
PO001691,W029,SUP0100,2026-01-05,Apparel,Standard,324,90522.98
PO001692,W024,SUP0079,2026-08-06,Stationery,Bulk,701,37426.85
PO001693,W014,SUP0096,2025-04-03,Grocery,Standard,441,25298.35
PO001694,W001,SUP0124,2025-04-22,Apparel,Standard,455,150748.95
PO001695,W015,SUP0129,2024-11-18,Stationery,Bulk,538,21001.14
PO001696,W017,SUP0101,2025-05-12,Grocery,Urgent,110,6606.75
PO001697,W024,SUP0029,2026-05-08,Grocery,Standard,449,28364.38
PO001698,W027,SUP0127,2025-09-01,Apparel,Bulk,3268,1015380.56
PO001699,W020,SUP0035,2024-10-08,Furniture,Standard,173,654874.96
PO001700,W002,SUP0006,2025-06-08,Home & Kitchen,Urgent,325,152121.52
PO001701,W002,SUP0073,2024-06-04,Grocery,Urgent,251,15274.45
PO001702,W027,SUP0052,2024-01-10,Apparel,Standard,587,182051.72
PO001703,W028,SUP0064,2025-01-01,Home & Kitchen,Urgent,301,144890.69
PO001704,W011,SUP0019,2025-04-07,Home & Kitchen,Standard,738,397636.24
PO001705,W001,SUP0030,2026-06-24,Electronics,Bulk,2264,4584708.41
PO001706,W002,SUP0053,2024-06-27,Home & Kitchen,Bulk,3201,1553589.46
PO001707,W002,SUP0014,2024-03-05,Home & Kitchen,Standard,337,165215.25
PO001708,W029,SUP0020,2024-05-13,Apparel,Standard,823,284436.26
PO001709,W011,SUP0026,2024-08-08,Apparel,Standard,173,61763.2
PO001710,W014,SUP0141,2026-02-02,Home & Kitchen,Urgent,223,124197.5
PO001711,W027,SUP0117,2025-04-03,Grocery,Standard,87,4893.53
PO001712,W006,SUP0018,2024-10-04,Apparel,Standard,1126,366083.67
PO001713,W016,SUP0085,2025-10-15,Grocery,Bulk,1068,63438.74
PO001714,W018,SUP0125,2025-07-21,Apparel,Standard,343,119484.43
PO001715,W012,SUP0053,2026-07-26,Apparel,Standard,292,89875.34
PO001716,W003,SUP0008,2026-07-31,Electronics,Bulk,3701,7077845.63
PO001717,W012,SUP0091,2024-08-15,Personal Care,Standard,1154,178462.76
PO001718,W002,SUP0066,2024-02-03,Home & Kitchen,Standard,700,330476.93
PO001719,W008,SUP0133,2025-11-29,Home & Kitchen,Standard,384,190615.38
PO001720,W011,SUP0059,2025-05-10,Electronics,Bulk,2843,6179786.72
PO001721,W005,SUP0053,2025-09-23,Home & Kitchen,Standard,521,256596.46
PO001722,W030,SUP0064,2026-01-18,Grocery,Bulk,2687,158793.82
PO001723,W023,SUP0009,2025-08-08,Personal Care,Standard,470,69450.27
PO001724,W030,SUP0056,2026-06-10,Electronics,Standard,740,1920696.15
PO001725,W030,SUP0042,2024-05-31,Grocery,Standard,604,42452.86
PO001726,W007,SUP0096,2024-11-26,Home & Kitchen,Standard,616,315775.06
PO001727,W004,SUP0075,2024-03-26,Electronics,Urgent,295,724073.04
PO001728,W030,SUP0007,2026-04-17,Electronics,Bulk,2383,5357690.56
PO001729,W015,SUP0014,2025-09-20,Grocery,Bulk,4154,263113.23
PO001730,W022,SUP0014,2026-01-09,Apparel,Standard,521,168709.07
PO001731,W027,SUP0126,2024-08-06,Home & Kitchen,Standard,603,285627.98
PO001732,W009,SUP0124,2025-09-27,Electronics,Standard,143,308446.68
PO001733,W019,SUP0115,2024-06-10,Stationery,Standard,510,22546.62
PO001734,W008,SUP0144,2025-05-30,Apparel,Standard,1131,419804.59
PO001735,W005,SUP0047,2024-03-14,Home & Kitchen,Standard,942,433385.32
PO001736,W001,SUP0045,2024-05-17,Grocery,Standard,998,66141.43
PO001737,W006,SUP0107,2025-11-29,Stationery,Standard,320,14618.32
PO001738,W006,SUP0142,2024-06-04,Furniture,Bulk,1647,6748865.35
PO001739,W025,SUP0095,2024-06-04,Furniture,Urgent,54,209601.53
PO001740,W015,SUP0117,2024-10-29,Grocery,Urgent,184,10608.55
PO001741,W026,SUP0034,2024-10-26,Home & Kitchen,Bulk,2920,1370921.12
PO001742,W007,SUP0007,2026-02-18,Grocery,Bulk,3719,218178.06
PO001743,W005,SUP0040,2024-08-14,Grocery,Urgent,323,19473.71
PO001744,W018,SUP0147,2024-11-14,Personal Care,Standard,1010,131115.87
PO001745,W006,SUP0047,2024-04-07,Electronics,Standard,787,1929293.48
PO001746,W025,SUP0146,2025-12-22,Personal Care,Standard,1138,188886.37
PO001747,W010,SUP0011,2025-01-17,Grocery,Standard,777,52304.21
PO001748,W007,SUP0021,2024-06-08,Stationery,Standard,643,24754.06
PO001749,W025,SUP0038,2025-01-03,Personal Care,Standard,744,106333.06
PO001750,W005,SUP0095,2024-04-03,Grocery,Urgent,372,22704.35
PO001751,W024,SUP0097,2025-07-29,Grocery,Standard,692,42202.85
PO001752,W010,SUP0091,2025-05-11,Home & Kitchen,Bulk,4420,2051969.24
PO001753,W002,SUP0144,2026-03-06,Grocery,Urgent,213,10888.7
PO001754,W020,SUP0059,2025-12-12,Stationery,Bulk,3622,192794.41
PO001755,W019,SUP0121,2026-05-29,Apparel,Urgent,37,13195.3
PO001756,W002,SUP0067,2024-10-17,Furniture,Standard,488,2048195.28
PO001757,W013,SUP0059,2026-01-10,Electronics,Standard,968,2124080.6
PO001758,W014,SUP0006,2024-04-30,Grocery,Standard,369,24408.4
PO001759,W023,SUP0127,2024-08-10,Home & Kitchen,Standard,795,429556.81
PO001760,W005,SUP0088,2026-04-04,Apparel,Bulk,2447,933165.48
PO001761,W018,SUP0144,2026-07-19,Furniture,Standard,134,461211.99
